channel_id	name	weight
UC9lNNtAARC-n0WC7tm-884Q	Comic Drake	1
UCdhTUL88x3HKvNmALtc9fiw	TheGaijinGamersPlay	1
UC_1HVMnw-610qx54iEiWk7A	akidearest	1
UCDVKYPXwdYUQfgA05CkyFSg	GameChops	2
UCsvazPPlhZlch0-Z3wPByeg	TeamFourStar	2
UCl84oPPKuECe1PbIwDSN1Cg	Super Beard Bros	2
UCYwIcyCwXZ--FR0iZ593uBA	Sunder	2
UCmL4IQ5yHK9DiVW3_2Mf2MA	Belated Media	2
UCUIJFJJLhxIrZVdAVdwL3bQ	TheJWittz	3
UCid9DssdW6-yxUNl3_aba6A	TamashiiHiroka	1
UCu6DDGoV21YhwSb5iWbriAw	Alien's Guide	2
UCnEYqkcIBtliTPK1bls2NBw	WISECASTS by Wisecrack	2
UCErSSa3CaP_GJxmFpdjG9Jw	Lessons from the Screenplay	5
UCJkMlOu7faDgqh4PfzbpLdg	Nerdwriter1	3
UC7IcJI8PUf5Z3zKxnZvTBog	The School of Life	4
UCuPgdqQKpq4T4zeqmTelnFg	kaptainkristian	3
UCVjsbqKtxkLt7bal4NWRjJQ	The Take	2
UCx0L2ZdYfiq-tsAXb8IXpQg	Just Write	2
UCShqXc61KTV5NgGKDq7Fz6g	Satchell Drakes	7
UCCbfB3cQtkEAiKfdRQnfQvw	Jesse Cox	6
UCSOkex4abVl14cZ4tLyUYzw	The Warp Zone	5
UC_ufxdQbKBrrMOiZ4LzrUyA	PressHeartToContinue	5
UCksdxdKDVEZpDCktuP9DjLA	YuriofwindGameplay	1
UC1nA6g4RdM-HJ6CV6KQ4gsg	jumblejunkie	2
UCjt4zRCKnJpdEM3N6KDFhGg	Unseen64: an Archive for Beta & Cancelled Games	2
UCanmNTwIegw9sjD9gzBlupQ	Liam Robertson - Game History Guy	2
UCIJ6_pI8ZBc_xVMPYzwQz9g	chuggaaconroy	4
UCeHGGfhRUiH5wBpjjzbRNXg	CreepsMcPasta	9
UCmzwIHGPWtxd3SgNG9qlctg	kNIGHTWING01	2
UCJVdNvvuvOnthuWVQjYff2w	Larry Bundy Jr	3
UCmYBTQilY7p8EQ9IsyA3oLw	Cow Chop	8
UC6JmDMC2x3vafwH5QRB1khA	thecreaturehub	3
UCVcBQQ45_GYt-hqh7Th8wNA	Pixel Dan	3
UCn0TDqRR4NjwWiAQR9FAd5w	brentalfloss	1
UC0M0rxSz3IF0CsSour1iWmw	Cinemassacre	7
UC78PzEVn5zWK4No0dPQHVQw	The Game Chasers	4
UCixtXKyZzWLH_-dGRMuXcmA	Retroware	3
UC13FizMlW9i9D8tmbH-wckw	Alli Flanagan	2
UCuYx81nzzz4OFQrhbKDzTng	Michelle Phan	2
UCYJPby9DRCteedh5tfxVbrw	Smosh Pit	8
UCEyodonqP_80YrDvattntmw	SmoshCast	3
UCJ2ZDzMRgSrxmwphstrm8Ww	Smosh Games	9
UC-T_EdQ6MTufAWnFXa7dnYw	Shut Up! Cartoons	3
UCgESfl93BM2y85abdt8BcZw	ElSmosh	5
UCcpUS398eio-jQcCWZ3KbVg	Smosh France	3
UCPJHQ5_DLtxZ1gzBvZE99_g	AnthonyPadilla	4
UCI5tCi_eejzo3aQaNYFDKMA	radiofriedfilms	1
UC6P24bhhCmMPOcujA9PKPTA	Film Riot	5
UCwfPHCZYy3CauY2rmvL9LDQ	Red Giant	2
UCYaIdC5pbkpECxXLjf0Lzaw	D4Darious	2
UC9vnLk5AhnEPe7ztbZPsJXQ	Eric Miller Channel	1
UChllJFgdatIywGxXWcQyH6w	L H	1
UC44eGZ76AJLHAxPaJ_MW2RA	TheEngineeringFamily	10
UCPC55dCdzIjNJd421LbK3uw	TEFkids	5
UCAaunKvsBxwUqqSrSwdIS2Q	The Assistant's Corner	4
UCe0GzqLReaCIqpQoyc2h6hQ	TEF 123	4
UCKjjmMqvuxNYw8c6knceexQ	Sandaroo Kids	8
UC0Ljt5hQIYEgInaSjtFhs7Q	Pineapple Pack	2
UCQ2WjcRRelz7iLn9s0igjww	Kaylee Bug Tv	1
UCkUyj4v7h2lWiALZyAglPmw	KidToyTesters	4
UCG3o_SgXSdZoJDKq1GyQoAQ	Fuzzy Puppet	2
UC5l6twzfConuZFkGA_GYrtw	WD Toys	2
UC67f2Qf7FYhtoUIF4Sf29cA	Bad Lip Reading	2
UCNfI8gP0OByAWRAG96CzOJQ	Maestro Ziikos	1
UCUudDyi0JiVmSxarvU98YYQ	zeldaxlove64 Christina Grimmie	1
UCE-RZy7awTwDY2x0LG4fIHg	antoinedodson24	1
UC89FxzrQW-pqCGjFT2L5jpw	Andrew Rose Gregory	1
UCjD2KyAEm84yVH8cTilID7Q	Cracked	6
UCTAgbu2l6_rBKdbTvEodEDw	Nerdist	5
UCiRU6531knm05kcsjnKowyw	I Hate Being Single	2
UCqpeqqzqqSb-280EB8oHDDA	ClickHole	3
UCsDdQUPa4NvPvf2f00E5zfw	The A.V. Club	3
UC7VOn09ACtvRfMPQzazOZzw	Onion Labs	2
UCpsSadsgX_Qk9i6i_bJoUwQ	Just For Laughs Gags	2
UCqLj_VGACwmDa0FZ4UV3j-w	Bustle	2
UCAy4_9g22xCsEJBYkpq9jow	IFC	1
UCi7GJNg51C3jgmYTUwqoUXA	Team Coco	2
UCxwl-prqInq1AQeiTjfJhOg	AskMen	2
UCgmnmXWuFYTUuv__d_NZaCg	Nice Piece	1
UCnhRbK8BAxdz_uoWxoqORKg	Brute Squad - Original Comedy	1
UCTroLDYXNbo55rD3LTcDyHg	Decent Humans	1
UCKcG7Ho1bUlBPOP8fH3r1Jg	Pantry Boy Comedy	1
UCu6_Ypm5e8WEvBRKop6oblw	GoodCopGreatCop	1
UCN4XcMtwaIGXqwQrj8L7IgQ	Teachers on TV Land	2
UCtw7q4SyOeoCwM1i_3x8lDg	Comedy Central Stand-Up	6
UCdN4aXTrHAtfgbVG9HjBmxQ	Key & Peele	4
UCwWhs_6x42TyRM4Wstoq8HA	The Daily Show with Trevor Noah	6
UC7R27sAWc_DqOldtI1JcYhQ	South Park Studios	5
UCEVBir9A-WQIOZq4JmAifUg	You Up with Nikki Glaser	5
UCyHDQ5C6z1NDmJ4g6SerW8g	maiLab	3
UChkVOG0PqkXIHHmkBGG15Ig	WALULIS	2
UCPiI104i7lyG--fkr3LZTtA	Cinema Strikes Back	1
UCLKPfqBGqL4gaEvegb_If0Q	Kliemannsland	3
UCZHpIFMfoJJ_1QxNGLJTzyA	MrWissen2go	6
UCsVWpmoRsNAWZb59b6Pt9Kg	MrWissen2go Geschichte	2
UCMUGZr3UJx0qZzC8E4YFgtA	marchtothegrave	1
UC0ovCc3dICdH6Oxg1QDVgaQ	Trailhead	2
UCqV3UNsMJFVXxcXLvBB9EEg	Dana Schmoyer	1
UCyjhyJoPHcQRxPLnWPjOecg	J House Vlogs	4
UCDfk8ogO6QGeJAYCY0QDzKw	Stephen Sharer	2
UCxzJt2_zN9_mnIWg0A0tnRA	GRACE SHARER	2
UCJfx4F-W-GYBHaHLMnYzvjg	This Gathered Nest	1
UC6uoNgqjoiZd27Ea0a5hXzw	The Hurst Family	2
UCAq9s3QQVCDMvg1iWQBVtxQ	Sam and Nia	2
UCPYnVLuSSqX4KJ9vfup2FcQ	Cullen & Katie	5
UC_0mlge_fLewbr5P8YEL2tA	THE WEISS LIFE	1
UCyCyTe_1bT2aIPwG_gxbyeg	Daily Bumps	6
UCQ3FRaHOIwXLOQNeUwVpBUA	8 Passengers	3
UCh3AYyjkj5i6qFPSswydNcw	April and Davey	2
UCOAZOLHU-RS57ycuoJOx04Q	Sarah....AKA Mommy	1
UCZ7kdewBqhaSOVQm7OvHqCA	while they were napping	4
UCYv8VkKxvmfYIRbowQALwCw	Ellie and Jared	6
UC6qABjcDkIUgYFkTKrCEXyg	That Chick Angel TV	2
UCtEL9xuyYA695rxt-eaVhPw	Cooley and Co.	1
UCu-x3zDk9Otg5Gr1-9UW8cg	Clintus.tv	2
UCwMrVVdT2tS4_UjlqRFwQ9g	KittiesMama	9
UCGo0pZlEZhM8XI-ZhrlbwPA	The Vale Family	1
UCe8zpX12xurNtii2xYTsWhw	epoddle	2
UCUA8eH81InvAPd9kNoHQtWw	Creative Disruption	1
UCFtkamONWej84T63SFU_KKA	VidSummit	2
UCRxtPD1gGxB78vwjUEx6ccA	Creatus	1
UC-z8sF6hRmf4QRNHRjnzZUQ	David Walsh Online	1
UCei6wyubYC1I1FwZ54LZFiA	Nick Nimmin	3
UC-zbcDWvru6hQ8INA8adRPA	CREATOR GEAR GUIDE	2
UCctXZhXmG-kf3tlIXgVZUlw	GaryVee	4
UCnBTvMFhuvbE_dhw2mo0NaQ	Sunny Lenarduzzi	1
UCR9gMSj0UUxGvgfpNhhF3Jw	Amy Landino	2
UC3fg6pL63upkXCc0T203wVg	Sara Dietschy	2
UC5Alv3DDd_otfn2cdaGNTuw	Owen Video	2
UC-b3c7kxa5vU-bnmaROgvog	The Futur	2
UCp8mr0kjVyVAmvexLDqB60A	Chase Jarvis	1
UCM6M9IzSlCFdb-m5s7W4fbw	Carlos Gil	1
UCJi948aFvN6pRka8ANlJFXg	CREATE SOMETHING AWESOME TODAY PODCAST	3
UCScRSwdX0t31gjk3MYXIuYQ	CharliMarieTV	1
UCBpHZhPYve416v1-9SHA1tw	Roberto Blake - Creative Thoughts	1
UCLAb2wG3Kyjmmc1L6MdMW9A	Benji Travis	2
UCWWFavn3ym0w3myTD5OX59g	Sean Cannell	3
UCZb0_0axBypKEaiv8CBRcLw	Sean Cannell Productions (Clearvision Media)	2
UC0VfM1P0sUtzYQh4Ns-a75w	Jason Urgo	2
UC0JuFXTfkyDOR-rKBfSsEmA	Our Twin Life Family	2
UCjK8ORC71kwyj1DWFwril_A	SelenaGomezVEVO	1
UCVnG4UzQzIxYc9W2pVj8CIg	B\xc3\x98RNSmusicVEVO	1
UCzzXsnHsEmGorQ6xAKL2sZA	XAmbassadorsVEVO	1
UCv91THkkj4WXJdzvTpvX-Rw	YearsAndYearsVEVO	1
UCoYfzC2zMlc9M-Odgaf6OSg	KendrickLamarVEVO	2
UCtKuVNj4wVrZvTfxPxAUHcQ	CarlyRaeJepsenVEVO	1
UCGkSXL5saM8y3VvJD_PdMFQ	DJSnakeVEVO	1
UCFzm6oAGFmmZfkrzQ5wATSQ	ZEDDVEVO	1
UCpx_k19S2vUutWUUM9qmXEg	ImagineDragonsVEVO	1
UCN1hnUccO4FD5WfM7ithXaw	Maroon5VEVO	1
UC3N5y6UWKJaKqoU2b_0MfTQ	LanaDelReyVEVO	1
UCweazuUMMKdL2wwSyrxla9A	RaeSremmurdVEVO	1
UCVHtfh-4ozIfF5FYA-IBtag	KCampVEVO	1
UCQ5kHOKpF3-1_UCKaqXARRg	OneRepublicVEVO	1
UC2a9zmrdjvLsrRgi4G4blWw	MGKVEVO	2
UCkEAAkbmhYVnJVSxvp-AfWg	GwenStefaniVEVO	1
UCpd21W3qWyzIl8-PXvyDA2g	U2VEVO	1
UC0nLZJd-h00SuV4V7Teu3mA	SirSlyVEVO	1
UCUO9OUnjBNErxrWzlxlihDw	JamieNCommonsVEVO	1
UCEGJtJpwHlpUoMlAOlCWdAA	tameimpalaVEVO	1
UCcFKiA_8CSzamBPw3dPNRbQ	AloeBlaccVEVO	1
UC8YY0LE8bFu4aMCXGjz027A	SkylarGreyVEVO	1
UCko2Mq_V_EQ0m-y2u36V-Ig	JackGarrattVEVO	1
UC2pmfLm7iq6Ov1UwYrWYkZA	Vevo	29
UC0sL86jDLgs2fGRD-XBnPQA	50CentVEVO	3
UChpJbg7zMbi5jx9Gdjaxa9g	KanyeWestVEVO	3
UCL7CNO0U9SjWFbu7veoLRBw	SnoopDoggVEVO	3
UCPVhZsC2od1xjGhgEc2NEPQ	Vevo Playlists	11
UCY9SiMHnxt-HDhlF5UMlByg	Slumerican	2
UCktMB3gUgaHW0lZGGim5aMQ	Rittz	2
UCivUT3bm38ig-TUGEqARG5A	ONErpm US	3
UCE0Wkd9Jcn2-TNo5G8bLQrA	Rotten Tomatoes	14
UCz1GPotHecuLngiLuY739QQ	Rotten Tomatoes TV	14
UCi8e0iOVk1fEOogdfu4YgfA	Movieclips Trailers	14
UCLyYEq4ODlw3OD9qhGqwimw	Movieclips Indie	14
UCkR0GY0ue02aMyM-oxwgg9g	Movieclips Coming Soon	14
UCTCjFFoX1un-j7ni4B6HJ3Q	Movieclips Classic Trailers	14
UCMawOL0n6QekxpuVanT_KRA	Fandango All Access	14
UC4l6ZhkOzxIxvCSzDr4HKqg	FandangoNOW Extras	14
UCx554p1Bu_Mp1q0H_bEtZ1Q	Fandango Family	14
UCMPpJM24OLE-PmwedcGibWw	Movieclips Action	13
UC4OfKwXKN1flzBXiqnQ4hyw	Movieclips Horror	11
UCNKteE22ue8naoxiKETsWhA	Movieclips Comedy	13
UCnExqEQyG6WemMK9hpQcoeQ	Jurassic Park Fansite	13
UC5kbrYM6LZHkcXm5jaRNgnA	THG Fansite	12
UCBXuD1wUs0eaoyJcVq1ko1Q	Fandango Latam	15
UCMi38pytm6Ca2KXc7ftlu_w	Lights Out with David Spade	4
UCxAICW_LdkfFYwTqTHHE0vg	MTV	7
UCoBSi6AOGXWb_NBIGNHP9Qw	Paramount Network	6
UCvn-HVrAGYEKsVx6gW3MeNQ	VH1	5
UCAut9txFApsaY_uFiphefwQ	TV Land	4
UCcVqCJ_9owb1zM43vqswMNQ	BETNetworks	5
UC5M_h2S8Ldoc9M6f7B-_m6A	Nickelodeon	3
UCmRfQHc3U4fV1-i8Ry1HmtA	Real Men Real Style	1
UC7TbgYKGwb4hKevgYf2la_A	Jordan Crowder	1
UCds7RYRBhBORzsk5F5ZAkUw	Chad Howse	2
UC5efErrEnb4krh7dwJdj3RA	Criticalbench	2
UChDyKjO7PB_QuqTTFKKR9Iw	Game Scoop!	6
UCG275E2gosKB-UPk-qCK8qw	Nintendo Voice Chat	6
UCmajVTORW3vp5qM8r0myznA	Beyond!	6
UCTqWN7lps75nnS07twBfVhw	Unlocked	6
UCVtL1edhT8qqY-j2JIndMzg	CineFix	1
UCJx5KP-pCUmL9eZUv-mIcNw	GameTrailers	5
UCZfDHQE3mrZ7123Wl3iRhbg	FireteamChat	6
UC2dIDJBf9W88PxGm-uHZPaQ	FX Networks	19
UCGgeXlCDp4aEq6EoMgKxsOQ	It's Always Sunny in Philadelphia	16
UClU9lFLcqBn80HV3s999-OA	Cake	15
UCB2wTfVsFMksfJ4YWiQCSVQ	Mayans M.C.	3
UCw9l1DPgPBMVfdWC8VEdu4w	American Horror Story	19
UCo9gkSLZsItMNB9q4qUQYwQ	Better Things	7
UCzGMOVuSQotFtAgnFb499Pg	What We Do In the Shadows	3
UCjfIeE26lSrhaODTb5ak9gQ	Fosse/Verdon	3
UCn0sG8t5wRnk4uTH99yBWRw	You're the Worst	17
UCMMUVsoSPaiuFj0rMU1dX1A	Archer	17
UCB0ard6OccLv0PekbMtwG_g	The Americans	19
UCt6d0qwq5P0aphVOZVAcJ7w	Atlanta	11
UCP9rQcLUTXGa5iDQkFMdUrw	Trust	8
UCSb1eo1ZgiHjKQl550vHX1w	Baskets	12
UCObPLzQr4-dfu9z7V4MlU-A	American Crime Story	10
UCcqFE-t4uNN1BlosnV7rZEg	Legion	8
UChhLje6JGiXxBPVa_KQL45Q	Pose	5
UC_j2W7TnpAPKdg1wlJV6g2Q	Tyrant	15
UCqbvq6jFDLf4S7s3JiXeVfQ	The Strain	18
UCdtGvLefetURhWsuhAy6AUA	Fargo	18
UCvO9Xk3bheuxEemvknCj72g	WhatCulture Gaming	6
UCaEOfvyMhGEc1LrYC_JbJbA	WhatCulture Comics	5
UCG9Emv_7sdmBRmdevFSXCkg	WhatCulture Music	3
UCq8jp0E99ELBvmBxjJ-JLgA	WhatCulture Wrestling	7
UCAl6NLC0tnubiCMzYXawG3g	Defiant Wrestling	5
UC9AzMqsR8dUWLHSwUPfHpig	WhatCulture Football	6
UCf-Jr7xQXg13zGRTWDxLB-g	GoTCulture	1
UCQMbqH7xJu5aTAPQ9y_U7WQ	Fandom Entertainment	3
UCf6J9yokPS0ys456jvjLBGQ	Fandom Games	2
UCYfSN5GeI_UgoaA-KUfT1aA	EpicVoiceGuy	2
UCurvu3r_s-yq-6f9WRs4TKA	TheRealBradNeely	1
UC8a1LoVteQOycF9gHwcYYKg	Rug Burn	1
UC-SDiZLNHzanQ4xDtwoFkSA	Collider Live!	5
UC5KD40UCDRUbR-od7sp9cuA	Collider Interviews	5
UCQr18YrLQx93SagpYb4WQvw	Collider Games	5
UCy4jH0oihi_cVz6jP0TJuTg	Collider Sports	5
UCTo2-EqzsFhhUG5dRVePZFA	Pro Wrestling Sheet	5
UCJ6nMHaJPZvsJ-HmUmj1SeA	Lionsgate Movies	4
UCwqRqbRyqsFK7bcYY3Blbxw	Lionsgate at Home	4
UCmWg2aswsWFGmvkYymVnl8A	The Divergent Series	3
UCilIp91ZEYtKE7_gV07rrvA	The Twilight Saga	3
UC8xib1EjaAbsstncxXSUNZg	Official World of Dance	1
UCsZsDjpf2Ppv_cT2K6_q2cw	Refinery29	2
UCRXiA3h1no_PFkb1JCP0yMA	Vogue	1
UCkvK_5omS-42Ovgah8KRKtg	jeffreestar	2
UCGzGbfhdFsjP1yfJUEpSvWg	KYLE HANAGAMI	1
UCczFdwWpVEpoqb-eMm4c4dQ	Matt Steffanina	1
UCw8ZhLPdQ0u_Y-TLKd61hGA	1MILLION Dance Studio	1
UC2c6FqF4olAZ7LodVEUueNQ	stacyplays	6
UCzTlXb7ivVzuFlugVCv3Kvg	LDShadowLady	10
UC4IgEVgl6t18-89GPekZtAw	Strawburry17Plays	6
UCxkbgf3doLf0XwmhIDTq28A	Yammy	6
UCxucf8O8itcmkqu3d7yUavg	Dangthatsalongname	5
UC24-XPATP4CeviFJ8SLiF8A	Graser	7
UCZenRGLPfB_IwmDnYlIx6Qg	Kiingtong	5
UC8-Th83bH_thdKZDJCrn88g	The Tonight Show Starring Jimmy Fallon	5
UCVTyTA7-g9nopHeHbeuvpRA	Late Night with Seth Meyers	5
UCqFzWxSCi39LnW1JKFR3efg	Saturday Night Live	4
UCmSQ47G2NHhcjRAm9Px6R3g	The Kelly Clarkson Show	1
UCccjdJEay2hpb5scz61zY6Q	NBC	5
UCd_Y5L3nAJmkCjGMFmWtKNg	Nesting Story	2
UCcY0n4OBfcsEeQSI3Hu_euQ	AmandaMuse	3
UC9wJaWcJ6fNIKvyvkX_T3OA	Sharzad Kiadeh	2
UCy_YiQx1t8oOgz74QIB4Jrw	Myka Stauffer	1
UCFh_zdbAY2-c3YhgWg3V2Yw	Elle Lindquist	2
UCMfXv2enRXepxG92VoxfrEg	WhatsUpMoms	2
UCTpwJfKOMcaGOrVdccjnbQQ	Tr\xc3\xa9 Melvin	2
UCeNgRHpH7OHZetYjC5JZXGw	MilesJaiProductions	2
UCvVuqRzGVqRlmZYlTf99M_w	Tyler Oakley	5
UCXpFBxmCZ8CURtKW7fXkNtA	Nathan Zed	4
UC3pC_1P11PhzYThH2SnKAcg	Akilah Obviously	4
UCRn1bCS4MnYXQkFTTHdNyMA	JADE FOX	4
UCPvHfZ4tmjeBXo8cIpv60vg	Ari Fitz	2
UCGJMWVRE5ypcQzjiBC2jcWQ	Tarek Ali	1
UC3-HdcyKSJv6YqIuGxiY2Qw	LaurDIY2	1
UCv-D6IpYrkgaYIcUp3pvHcw	Kin	1
UCNdqe5zJ6k-i7XKoYWA4Z2g	Wassabi	2
UCVc-eEHRZw7OhEvr8K8i7tg	RANDOM GUYS	1
UCSAUGyc_xA8uYzaIVG6MESQ	nigahiga	10
UCV-s8itWCK3yeCppmSYxtVA	MeganBatoon	2
UCTXeJ33DzXI2veQpKfrvaYw	Julien Bam	1
UCQIP6tGA4AQEIkABgb1AlhQ	chestersee	5
UC6issK8yf-L-sW-SZgU8vOA	Andrew Garcia	3
UCnHe3m9lqUpXZlkTPaVf5vw	Lana McKissack	5
UC_NecBigmC3GrDmiF4D0y_Q	PJTheKick	1
UC5807TUCmfLgmz1mjqIIQiA	Cat Valdes	1
UCyJTVTVccnAkll5xLFFmaQg	SprinkleofChatter	2
UCkYKVXPYN2dFUJgxAPeAkGg	Emily Norris	2
UC_YydHJ2xTRctvZgAq2YC1A	mariethatsme	3
UCbhNxkjmpQcTJDrabiyzHUw	Carrie Hope Fletcher	1
UCIBM8DAHoehmJ7_LSLDkB3A	Jordan Page, FunCheapOrFree	1
UCawSNY3jbIhXKHCwMxz5CSg	One Big Happy Life	1
UC2Uf0Dg8lomwDocsUSuvXzg	ViolentElfDoomsday	1
UCRutxRBx4rteBZBwtSoJATg	MIMEI LAND	2
UCkV5L4ETD8I793xlNpEbcEQ	Gwyn Stowe	3
UCUiKHzrI2CBqj2sUhpITehA	OzzyAwesome	2
UCvzmi_3sDXiIVs-dorwclqw	HaleyVlogs	1
UCLw02LEhFf0S2Mnut_FF57Q	frigginboom	1
UCH1R_bfDPZvGBqH3AMuuOXg	Sergybro	1
UClOkCWhw6xldTJtUnn2Vhnw	JoCatofCatLand	1
UCKtTALj1GbmgXSBn1p3wCDA	Never Ender	1
UCygHlwHI__fabDWPsbhzxVw	ISAtv	1
UCEY0yxj6QxG4RBVRSe5orig	Sugar Pine 7	1
UCb4G6Wao_DeFr1dm8-a9zjg	Kinda Funny	1
UCO2tRrbS1r3h6bFcN-pecCw	Craig Skitz	1
UCEMArgthHuEtX-04qL_8puQ	Goodful	3
UC67SGAcDCxdw4RwwZMgYfLQ	Kelsey Impicciche	1
UCW_IYEEXOzFQIfCymI2cPVw	Hella Opinions from BuzzFeed News	2
UCXkQz4N3QR6yibk7sx06hiw	AM to DM	2
UCLGe0PxyRFWmXVGJKq_gGvw	Fancy Vlogs By Gab	1
UCFZ2T-fMsDjDHlcArg68ZOQ	Niki DeMar	1
UCMUoAsObHYMTV9lO92i9eMQ	vlogtowski by mylifeaseva	1
UCdYIfA_OTih2--tbcKO0b5g	mayratouchofglam	1
UCqfwdvPvCI71s9V_Ra36vIg	Craft City	1
UC39_C6MBF5ZspPHBqSnmf1Q	More Meg	1
UCXDb7USogA0cr9nFsHcqtjw	jenn	1
UCcgVECVN4OKV6DH1jLkqmcA	Jake Paul	4
UCQ_RJNjvGLGLoxU6pPodvkQ	Martinez Twins	1
UCbEn1kwHr0TPmC9VPWIA_Mw	Team 10	2
UCa7nT-pEV7Aeh-ntjecu7xw	Alex Aiono	1
UC9Ape6X3wiKxdH4TdSDcrZA	LiaMarieJohnson	1
UCpKAsiQbkqcM7d6VM3eVjjg	Lauren Elizabeth	2
UCuZ74rRFm1hJr0y7Wvv-GxQ	Hudson Luthringshausen	2
UC9kKGt3ZuWWuk8HGWQHmrQQ	Alli Simpson	1
UCsopuR4Uw3TSA1VPY0MyAfQ	Claudia Sulewski	1
UCXJh4n9Yv58p28iJ0fzVTjA	Payton & Mikahl Caci	1
UCR9DulnCeveR0SUGPGC5GNQ	Jake 'n Logan	2
UCBx1QhVlJOG3yuQTDDSfLUA	JestComedy	2
UCr_f11NybBI82WrEt0Js-6Q	SteffComedy	2
UCaSf1uphF4Zr2rU4zzT3W-w	Very Mary-Kate	2
UC7u6MRKDp802PxxkAMKPIRg	nikki	1
UCaDY8WjYWy36bnt0RVzSklw	Tipsy Bartender	1
UCwaNuezahYT3BOjfXsne2mg	Chad Wild Clay	3
UCmRY4NSGK52lP_Lz11CjdYw	Vy Qwaint	2
UCyG_mUXBIWaoLkuiRnAWDvA	JustKiddingParty	2
UCfPhyExfcaqJBKc3HO3cNBw	JustKiddingNews	2
UCV9_KinVpV-snHe3C3n1hvA	shane	7
UCnxrGPpheLwCFpgM1MzQP1Q	Human Emoji	1
UC9M60NiMsUnSrXg24-GXHCA	lisbug	4
UCK4lZM1dC6jEDzEhwPYvqMw	mytoecold (Drew Monson)	2
UC93GIFT8UG4HzyCBVdL8blA	Alexis G. Zall	3
UCazMm3tOCkYrIGE_17j0mVg	Bart Baker	2
UC8WZHu0bmmJwS0775Sr_0aA	HeyItsMilly	1
UC5VYrVnw-v9UPN75q6ckGIg	David Choi	5
UC4qiXrmA-cSRQuRtnocZPnA	CyberToons	1
UCLMLTE5R-LR26VKfnaDQtEA	Nuclear Family	1
UCPIIFl0PF_2RaqLOHKJetpw	Brett and Craig	1
UCrvUa8jWTdOeUYgisTZ7ZiQ	HUNANPENGUIN	3
UCsn6cjffsvyOZCZxvGoJxGg	Corridor	7
UCZC45sBWNdkqSQ9Bwtt5lfA	Anna Akana	2
UChVTBV42Ao5krVgPMz3R9ww	Megasteakman	3
UCNgSkSyLpwJckPsCcpDc2Ow	Adi Shankar's Bootleg Universe	1
UCyoM9uxRbTtYoORWJPYWYyg	Joe Penna / MysteryGuitarMan	6
UC9gFih9rw0zNCK3ZtoKQQyA	JennaMarbles	4
UCN4ePW3uLGNC2Bhd0NAJ1Zw	Luba_DO	3
UClR6oQ5khdu2qRB2nGgirrg	John Estanislau	2
UCg-HvGLsfJ-7P_f9kUuWuiQ	Shubble	3
UC5SCCTlzTrHOeNxGgFtkKjA	HBomb94	4
UCFmjCLS5HukgC7EpULeJ4RQ	Charity Pants	1
UCMiKkcTIdIcr2Arj83HpEIA	Local Adventurer	3
UCJ24N4O0bP7LGLBDvye7oCA	Matt D'Avella	1
UCGF7YEa3NyPEShA-s_0si6w	JAGMAC	1
UCPcFg7aBbaVzXoIKSNqwaww	jacksfilms	3
UC7Q-grTQpJms6aJrTVgMkDw	AllieWes	2
UCZn8_RxsAEXcLMAcFHa1L2w	Charles Trippy	6
UC9YjsMQl5x6CYz8Ddv6vszA	Trippy	4
UCLFFdNaytZDDSR7JGXFnTiA	mel	3
UCiw5OKX5E_GiwQrAkYBibtw	Mr. Arturo Trejo	2
UCfRU6TVIzRaa_4gA8-_H7PA	TobyTurner	3
UCgc00bfF_PvO_2AvqJZHXFg	Boyce Avenue	2
UCAUTncHmFWaaNo91xg4As3g	FullMag	4
UCKVV1b71dtciZ_APO0BqRcw	courtneypants	2
UC40oNxpTGipCFSdiaweZWMA	SamMacaroni	3
UCZhkUguiTBJVZrrdMSjLbsQ	OnisionSpeaks	4
UCAF0RSs6-MqQuXrC9eXs69A	CoolGuyKai	4
UCf574zNwJnOr_1qdoT7tdGQ	UhOhBro	4
UC5OxQNCgW88FDBxeZCnrBbg	Archive	3
UCtoLzMU-PLqVr1dabaDyZvA	JessicaLizama	1
UCjdoXS4L8ZN7ZyMmp7i3wng	brittani	2
UCQQHZWkEDNre8CbDpy_wdfw	brittanilouise	2
UCLPj8Ixesm06vXx40VfMCAw	Michael Buckley	2
UCJBg4-Uhw0inGbPCuinjUPg	Michael Buckley	2
UCF2oW5-MO8dB6ul9WH9xi0A	blndsundoll4mj	5
UCpfDsUDlfNdTpYW5NsbSVvg	Iman	1
UCCkiSEya945695_rXHLQXIA	Taryn 2.0	1
UCg4XM-OKXxtWOitUtCkT0HQ	SmileyTheMovie	1
UCq-rRFB--QKkWpe_13z1hgQ	Ghost Town Podcast	1
UCI0ClDIwIA38K3uiAKEL9OA	HelloHorton	1
UCxeEDO-fvv4LW5m3hdsbmeQ	chivalroustube	1
UCzJ3Q292D9YTyByssGcWMIg	The Kloons	1
UCPpZYlH7MyhcwWX8v0wDKwA	ProfessorPuppet	1
UCjZefe4Su40hg7tMxbSRrRw	Farrah Abraham	1
UCiSKnkKCKAQVxMUWpZQobuQ	Myuu	8
UC-Awt2UIyTjw3WzF9gfcI9A	CreepyPastaJr	8
UCwbQhVjlsb-Soo1nJX-q60Q	Madame Macabre	4
UCPzQwL5ZDvz8izaNQp3676Q	Creepy Raven	4
UCFAKzWW5i73xMINHIkOFM1Q	LitterBot	3
